$3$784$
##############################################################################################################
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.603922;	0.603922;	0.035294;	0.003922;	0.003922;	0.003922;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.603922;	0.603922;	0.035294;	0.003922;	0.003922;	0.003922;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.619608;	0.023529;	0.023529;	0.003922;	0.200000;	0.003922;	0.003922;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.952941;	0.768627;	0.768627;	0.615686;	0.407843;	0.070588;	0.070588;	0.003922;	0.003922;	0.003922;	0.572549;	0.862745;	0.003922;	0.003922;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.952941;	0.768627;	0.768627;	0.615686;	0.407843;	0.070588;	0.070588;	0.003922;	0.003922;	0.003922;	0.572549;	0.862745;	0.003922;	0.003922;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.839216;	0.152941;	0.152941;	0.003922;	0.003922;	0.062745;	0.062745;	0.400000;	0.854902;	0.854902;	0.984314;	0.874510;	0.003922;	0.003922;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.976471;	0.976471;	0.827451;	0.827451;	0.882353;	0.882353;	1.000000;	1.000000;	1.000000;	1.000000;	0.874510;	0.003922;	0.003922;	0.003922;	0.623529;	0.623529;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.925490;	0.098039;	0.098039;	0.003922;	0.317647;	0.317647;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.925490;	0.098039;	0.098039;	0.003922;	0.317647;	0.317647;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.227451;	0.227451;	0.003922;	0.568627;	0.568627;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.227451;	0.227451;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.227451;	0.227451;	0.003922;	0.666667;	0.666667;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.227451;	0.227451;	0.007843;	0.752941;	0.752941;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.854902;	0.854902;	0.788235;	0.788235;	0.788235;	0.823529;	0.898039;	0.670588;	0.670588;	0.133333;	0.670588;	0.670588;	0.921569;	0.878431;	0.364706;	0.364706;	0.694118;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.976471;	0.976471;	0.839216;	0.447059;	0.043137;	0.043137;	0.003922;	0.003922;	0.003922;	0.023529;	0.074510;	0.003922;	0.003922;	0.003922;	0.003922;	0.003922;	0.086275;	0.062745;	0.003922;	0.003922;	0.458824;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.976471;	0.976471;	0.839216;	0.447059;	0.043137;	0.043137;	0.003922;	0.003922;	0.003922;	0.023529;	0.074510;	0.003922;	0.003922;	0.003922;	0.003922;	0.003922;	0.086275;	0.062745;	0.003922;	0.003922;	0.458824;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.909804;	0.345098;	0.345098;	0.003922;	0.003922;	0.003922;	0.003922;	0.003922;	0.101961;	0.101961;	0.105882;	0.274510;	0.458824;	0.458824;	0.458824;	0.458824;	0.458824;	0.458824;	0.458824;	0.458824;	0.458824;	0.827451;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.556863;	0.003922;	0.003922;	0.003922;	0.003922;	0.298039;	0.298039;	0.749020;	0.980392;	0.980392;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.556863;	0.003922;	0.003922;	0.003922;	0.003922;	0.298039;	0.298039;	0.749020;	0.980392;	0.980392;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.874510;	0.180392;	0.180392;	0.282353;	0.619608;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
##################################################################################################################
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.172549;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.117647;	0.117647;	0.976471;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.172549;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.109804;	0.109804;	0.011765;	0.011765;	0.011765;	0.231373;	0.890196;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.172549;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.113725;	0.768627;	0.835294;	0.835294;	0.286275;	0.011765;	0.011765;	0.011765;	0.494118;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.172549;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.113725;	0.768627;	0.835294;	0.835294;	0.286275;	0.011765;	0.011765;	0.011765;	0.494118;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.168627;	0.003922;	0.003922;	0.129412;	0.584314;	0.584314;	1.000000;	1.000000;	1.000000;	1.000000;	0.858824;	0.121569;	0.121569;	0.007843;	0.007843;	0.756863;	0.756863;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.792157;	0.752941;	0.752941;	0.937255;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.811765;	0.811765;	0.011765;	0.011765;	0.447059;	0.447059;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.956863;	0.956863;	0.176471;	0.011765;	0.156863;	0.156863;	0.976471;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.956863;	0.956863;	0.176471;	0.011765;	0.156863;	0.156863;	0.976471;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.611765;	0.011765;	0.007843;	0.007843;	0.752941;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.956863;	0.145098;	0.007843;	0.007843;	0.752941;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.956863;	0.145098;	0.007843;	0.007843;	0.752941;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.168627;	0.000000;	0.000000;	0.752941;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.941176;	0.941176;	0.666667;	0.666667;	0.666667;	0.666667;	0.666667;	0.666667;	0.666667;	0.776471;	1.000000;	1.000000;	1.000000;	0.172549;	0.007843;	0.007843;	0.580392;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.992157;	0.992157;	0.639216;	0.501961;	0.247059;	0.247059;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.031373;	0.090196;	0.090196;	0.090196;	0.023529;	0.007843;	0.007843;	0.752941;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.992157;	0.992157;	0.639216;	0.501961;	0.247059;	0.247059;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.031373;	0.090196;	0.090196;	0.090196;	0.023529;	0.007843;	0.007843;	0.752941;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.639216;	0.639216;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.478431;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.156863;	0.156863;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.203922;	0.968627;	0.968627;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.156863;	0.156863;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.203922;	0.968627;	0.968627;
1.000000;	1.000000;	1.000000;	1.000000;	0.666667;	0.007843;	0.007843;	0.007843;	0.007843;	0.239216;	0.239216;	0.584314;	0.792157;	0.792157;	1.000000;	1.000000;	0.756863;	0.756863;	0.529412;	0.388235;	0.388235;	0.007843;	0.007843;	0.000000;	0.000000;	0.007843;	0.262745;	0.262745;
1.000000;	1.000000;	1.000000;	1.000000;	0.666667;	0.011765;	0.011765;	0.011765;	0.011765;	0.494118;	0.494118;	0.776471;	0.721569;	0.721569;	1.000000;	0.721569;	0.427451;	0.427451;	0.172549;	0.011765;	0.011765;	0.011765;	0.011765;	0.372549;	0.372549;	0.094118;	0.094118;	0.094118;
1.000000;	1.000000;	1.000000;	1.000000;	0.666667;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.031373;	0.023529;	0.023529;	0.090196;	0.023529;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.043137;	0.792157;	0.792157;	0.800000;	0.717647;	0.717647;
1.000000;	1.000000;	1.000000;	1.000000;	0.749020;	0.027451;	0.027451;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.074510;	0.741176;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	0.749020;	0.027451;	0.027451;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.074510;	0.741176;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.780392;	0.780392;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.074510;	0.074510;	0.878431;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	0.780392;	0.780392;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.011765;	0.011765;	0.011765;	0.011765;	0.007843;	0.007843;	0.011765;	0.074510;	0.074510;	0.878431;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;	1.000000;
